CustomerKey,GeographyKey,CustomerLabel,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CustomerType,CompanyName,ETLLoadID,LoadDate,UpdateDate
1304,506,12303,,Kristi,,Alvarez,False,1946-04-16,M,,F,kristi1@adventure-works.com,130000,4,4,Partial College,Professional,1,4,3322 Haven Hill Drive,,1 (11) 500 555-0111,2004-02-19,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1305,506,12304,,Alejandro,A,Zhou,False,1946-06-05,S,,M,alejandro11@adventure-works.com,130000,4,4,Partial College,Professional,0,4,8089 Mariposa Ct.,,1 (11) 500 555-0144,2004-03-05,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1306,447,12305,,Xavier,,Bailey,False,1954-07-06,M,,M,xavier83@adventure-works.com,80000,4,2,Partial College,Professional,0,1,6720 Bryce Dr.,,1 (11) 500 555-0129,2002-12-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1307,639,12306,,Logan,A,Parker,False,1953-06-06,M,,M,logan27@adventure-works.com,80000,4,2,Partial College,Professional,1,2,Wolfgangstraße 48,,1 (11) 500 555-0125,2003-11-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1308,454,12307,,Brad,,She,False,1954-11-13,M,,M,brad1@adventure-works.com,90000,4,2,High School,Professional,1,1,12, rue Henri Gagnon,,1 (11) 500 555-0136,2001-11-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1309,657,12308,,Margaret,,He,False,1954-04-25,M,,F,margaret25@adventure-works.com,100000,3,4,High School,Professional,1,2,12bis, boulevard du Montparnasse,,1 (11) 500 555-0112,2001-12-04,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1310,449,12309,,Omar,R,Raje,False,1954-10-05,S,,M,omar34@adventure-works.com,130000,3,4,Partial College,Professional,0,4,4192 Mines Road,,1 (11) 500 555-0110,2003-09-30,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1311,486,12310,,Stacy,,Munoz,False,1954-07-11,S,,F,stacy8@adventure-works.com,130000,3,4,High School,Professional,0,4,1545 Bannock Ct.,,1 (11) 500 555-0162,2004-04-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1312,506,12311,,Stanley,E,Weber,False,1954-06-19,S,,M,stanley4@adventure-works.com,130000,4,5,High School,Professional,0,1,7859 Green Valley Road,,1 (11) 500 555-0133,2004-03-20,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1313,529,12312,,Jake,,Zhao,False,1953-11-10,M,,M,jake10@adventure-works.com,100000,3,4,Bachelors,Management,1,4,454, boulevard Tremblay,,1 (11) 500 555-0192,2004-04-30,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1314,529,12313,,Jaime,,Chande,False,1953-06-05,S,,M,jaime37@adventure-works.com,100000,3,4,Bachelors,Management,1,4,15, rue Philibert-Delorme,,1 (11) 500 555-0194,2004-07-18,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1315,635,12314,,Jill,J,Suarez,False,1953-09-20,M,,F,jill27@adventure-works.com,110000,2,5,Bachelors,Management,1,1,Postfach 22 99 99,,1 (11) 500 555-0162,2003-02-17,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1316,506,12315,,Ann,S,Rodriguez,False,1953-09-19,M,,F,ann24@adventure-works.com,130000,4,5,Partial College,Professional,1,2,4865 Rivewview,,1 (11) 500 555-0116,2002-12-28,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1317,506,12316,,Alejandro,K,Luo,False,1953-11-25,M,,M,alejandro32@adventure-works.com,130000,5,5,Partial College,Professional,0,2,2625 Pacheco St,,1 (11) 500 555-0124,2002-12-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1318,525,12317,,Carl,A,She,False,1953-09-24,M,,M,carl0@adventure-works.com,150000,2,5,Bachelors,Management,1,3,7199 Natalie Drive,,1 (11) 500 555-0172,2002-12-27,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1319,567,12318,,Kristina,,Schmidt,False,1953-05-03,M,,F,kristina10@adventure-works.com,170000,0,5,Bachelors,Management,0,3,181 Buena Vista,,1 (11) 500 555-0116,2002-12-13,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1320,480,12319,,Shannon,D,Ye,False,1952-07-11,M,,F,shannon10@adventure-works.com,90000,4,1,High School,Professional,1,2,Welt Platz 99,,1 (11) 500 555-0116,2003-10-12,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1321,439,12320,,Cheryl,A,Alvarez,False,1952-06-17,S,,F,cheryl6@adventure-works.com,120000,4,5,Partial College,Professional,1,3,4716 Zebra Street,,1 (11) 500 555-0154,2004-02-18,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1322,503,12321,,Rosa,K,Hu,False,1951-02-15,M,,F,rosa20@adventure-works.com,70000,5,2,Partial High School,Skilled Manual,1,2,28, place du Tertre,,1 (11) 500 555-0192,2001-12-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1323,503,12322,,Kari,V,Mehta,False,1951-08-02,M,,F,kari14@adventure-works.com,80000,4,1,High School,Professional,1,3,9, rue de la Centenaire,,1 (11) 500 555-0189,2004-06-24,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1324,557,12323,,Lawrence,S,Alonso,False,1951-01-15,M,,M,lawrence6@adventure-works.com,80000,4,2,High School,Professional,1,2,8111, rue Basse-du-Rocher,,1 (11) 500 555-0169,2001-12-25,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1325,662,12324,,Dale,,Lal,False,1951-02-27,S,,M,dale7@adventure-works.com,90000,4,1,High School,Professional,1,3,Postfach 20 99 99,,1 (11) 500 555-0130,2004-05-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1326,506,12325,,Gloria,A,Martin,False,1951-03-18,M,,F,gloria3@adventure-works.com,130000,4,5,High School,Professional,1,3,4021 Raymond Dr,,1 (11) 500 555-0111,2004-02-06,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1327,576,12326,,Glenn,A,Zhou,False,1951-02-03,S,,M,glenn9@adventure-works.com,170000,0,5,Partial College,Management,0,4,1516 Redbird Lane,,1 (11) 500 555-0131,2004-04-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1328,595,12327,,Edwin,W,Liang,False,1950-01-18,S,,M,edwin17@adventure-works.com,100000,3,4,Partial College,Management,1,4,Alte Landstr 1595,,1 (11) 500 555-0112,2003-08-09,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1329,506,12328,,Eugene,,Zhao,False,1950-03-18,S,,M,eugene14@adventure-works.com,130000,4,5,High School,Management,0,3,2128 Evelyn Court,,1 (11) 500 555-0164,2002-12-06,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1330,576,12329,,Bonnie,,Shan,False,1950-10-23,S,,F,bonnie16@adventure-works.com,170000,0,5,Partial College,Management,0,4,9192 High Maple Court,,1 (11) 500 555-0145,2003-11-23,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1331,482,12330,,Preston,M,Raman,False,1949-06-21,M,,M,preston11@adventure-works.com,100000,3,4,Partial College,Management,1,4,Heiderplatz 918,,1 (11) 500 555-0168,2003-02-21,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1332,622,12331,,Meagan,J,Chandra,False,1948-07-17,S,,F,meagan2@adventure-works.com,70000,5,1,Partial High School,Skilled Manual,1,4,54, rue Maillard,,1 (11) 500 555-0199,2003-09-06,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1333,529,12332,,Andres,A,Nara,False,1948-08-10,M,,M,andres14@adventure-works.com,90000,4,1,High School,Management,1,3,83, rue Jean Mermoz,,1 (11) 500 555-0173,2001-12-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1334,702,12333,,Terrance,V,Rodriguez,False,1948-11-18,M,,M,terrance17@adventure-works.com,90000,4,1,High School,Management,0,3,16, rue des Grands Champs,,1 (11) 500 555-0141,2001-12-19,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1335,506,12334,,Roy,,Jimenez,False,1948-08-20,M,,M,roy26@adventure-works.com,130000,5,5,High School,Management,1,4,1528 Marlene Drive,,1 (11) 500 555-0131,2003-12-15,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1336,541,12335,,Francisco,W,Ashe,False,1948-02-23,S,,M,francisco7@adventure-works.com,150000,3,5,High School,Management,0,4,2281 West Road,,1 (11) 500 555-0160,2002-12-13,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1337,666,12336,,Wyatt,,Price,False,1947-07-09,S,,M,wyatt52@adventure-works.com,130000,5,5,Graduate Degree,Professional,0,4,7232 Mulberry,,1 (11) 500 555-0119,2003-08-27,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1338,648,12337,,Dustin,,Goldstein,False,1975-10-09,S,,M,dustin20@adventure-works.com,70000,0,0,Bachelors,Professional,0,2,9343 Ironwood Way,,1 (11) 500 555-0190,2002-06-07,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1339,697,12338,,Monica,G,Vance,False,1976-07-08,S,,F,monica4@adventure-works.com,70000,0,0,Bachelors,Professional,0,3,2422 Brookview Drive,,1 (11) 500 555-0113,2002-06-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1340,628,12339,,Clayton,,Jai,False,1976-07-08,S,,M,clayton29@adventure-works.com,70000,0,0,Bachelors,Professional,0,3,9543 West I St.,,1 (11) 500 555-0112,2002-07-16,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1341,599,12340,,Stacy,L,Diaz,False,1976-11-05,S,,F,stacy4@adventure-works.com,70000,0,0,Bachelors,Professional,1,3,1456 Lake Nadine Pl.,,1 (11) 500 555-0182,2002-07-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1342,646,12341,,Katie,P,Kumar,False,1976-09-09,M,,F,katie10@adventure-works.com,80000,0,0,Bachelors,Professional,1,2,1463 Lincoln Dr,,1 (11) 500 555-0140,2002-07-07,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1343,558,12342,,Morgan,L,Young,False,1975-03-09,M,,F,morgan22@adventure-works.com,70000,0,0,Bachelors,Professional,1,3,2807 10th Avenue,,1 (11) 500 555-0195,2002-07-13,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1344,512,12343,,Gloria,,Ruiz,False,1974-06-04,M,,F,gloria4@adventure-works.com,60000,0,0,Bachelors,Professional,1,4,406 Countrywood Ct.,,1 (11) 500 555-0187,2002-07-20,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1345,473,12344,,Dominique,,Perez,False,1975-06-02,S,,F,dominique18@adventure-works.com,80000,0,0,Bachelors,Professional,0,3,1515 Palm Dr,,1 (11) 500 555-0123,2003-09-15,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1346,561,12345,,Alison,J,Raje,False,1975-06-27,S,,F,alison14@adventure-works.com,80000,0,0,Bachelors,Professional,1,3,4037 Kiska Court,,1 (11) 500 555-0176,2003-10-02,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1347,549,12346,,Wesley,,Gao,False,1975-05-22,S,,M,wesley15@adventure-works.com,90000,0,0,Bachelors,Professional,0,2,9266 Trees Drive,,1 (11) 500 555-0115,2002-07-07,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1348,568,12347,,Summer,D,Madan,False,1975-02-21,M,,F,summer6@adventure-works.com,90000,0,0,Bachelors,Professional,0,2,8172 N. Ranchford,,1 (11) 500 555-0194,2002-07-16,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1349,648,12348,,Jimmy,D,Vazquez,False,1974-02-24,M,,M,jimmy18@adventure-works.com,90000,0,0,Bachelors,Professional,1,2,8978 Kingsford Dr.,,1 (11) 500 555-0187,2002-07-31,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1350,549,12349,,Lacey,W,Yuan,False,1974-07-26,S,,F,lacey41@adventure-works.com,90000,0,0,Bachelors,Professional,1,3,9852 Shirley Dr,,1 (11) 500 555-0125,2002-07-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1351,632,12350,,Logan,,Hernandez,False,1973-02-25,M,,M,logan44@adventure-works.com,90000,0,0,Bachelors,Professional,1,3,7625 Cloudview Dr.,,1 (11) 500 555-0112,2002-07-09,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1352,699,12351,,Cara,,Zhang,False,1973-10-02,M,,F,cara0@adventure-works.com,100000,0,5,High School,Management,1,2,1860 Holiday Hill Dr.,,1 (11) 500 555-0124,2003-12-25,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1353,669,12352,,Ramon,D,Zhang,False,1973-03-05,M,,M,ramon0@adventure-works.com,100000,0,5,High School,Management,0,2,3648 Willow Drive,,1 (11) 500 555-0136,2004-03-31,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1354,637,12353,,Joe,,Ramos,False,1973-10-20,M,,M,joe41@adventure-works.com,110000,0,5,Partial College,Management,0,3,8080 Lancelot Dr.,,1 (11) 500 555-0160,2002-07-28,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1355,632,12354,,Lance,C,Ortega,False,1973-08-07,M,,M,lance22@adventure-works.com,110000,0,5,Partial College,Management,0,3,9735 Sullivan Ave.,,1 (11) 500 555-0123,2002-07-06,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1356,706,12355,,Monique,C,Ortega,False,1973-03-23,S,,F,monique18@adventure-works.com,120000,0,5,Partial High School,Professional,1,4,5462 El Pintado Rd.,,1 (11) 500 555-0177,2002-07-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1357,534,12356,,Julia,L,Wood,False,1971-08-22,S,,F,julia68@adventure-works.com,90000,0,0,Bachelors,Professional,0,3,1073 Bonnie Lane,,1 (11) 500 555-0148,2002-07-12,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1358,628,12357,,Susan,C,Lu,False,1971-04-07,S,,F,susan21@adventure-works.com,100000,0,5,High School,Management,1,3,4519 Sequoia Drive,,1 (11) 500 555-0148,2004-05-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1359,512,12358,,Lacey,T,Raje,False,1970-02-26,M,,F,lacey4@adventure-works.com,100000,0,5,Partial High School,Professional,1,4,8986 Rubiem Ct,,1 (11) 500 555-0115,2002-07-31,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1360,512,12359,,Veronica,R,Raman,False,1970-02-19,M,,F,veronica13@adventure-works.com,130000,5,5,Graduate Degree,Professional,1,4,7107 Kingsford Dr.,,1 (11) 500 555-0157,2004-03-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1361,669,12360,,Mario,J,Goel,False,1971-07-26,S,,M,mario18@adventure-works.com,130000,0,5,Partial College,Management,1,4,4898 Hillview Dr.,,1 (11) 500 555-0137,2002-07-19,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1362,478,12361,,Dana,C,Diaz,False,1971-04-01,M,,F,dana19@adventure-works.com,160000,4,5,Partial High School,Management,0,4,2241 Concord Place,,1 (11) 500 555-0194,2004-03-21,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1363,502,12362,,Thomas,,Harrison,False,1941-07-06,S,,M,thomas25@adventure-works.com,90000,5,0,Bachelors,Management,1,2,2662 Limewood Place,,677-555-0112,2002-06-06,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1364,647,12363,,Kayla,D,Thompson,False,1941-12-25,M,,F,kayla16@adventure-works.com,110000,2,4,Graduate Degree,Management,0,1,412 Miller Dr.,,918-555-0192,2003-09-30,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1365,535,12364,,Erin,,Rogers,False,1941-10-28,M,,F,erin23@adventure-works.com,130000,2,3,Bachelors,Management,1,4,8387 E. Lane Rd.,,920-555-0187,2002-06-28,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1366,442,12365,,Alex,C,Evans,False,1942-02-12,M,,M,alex27@adventure-works.com,80000,5,0,Bachelors,Management,0,2,6478 Fenway,,948-555-0138,2003-10-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1367,577,12366,,Stephanie,R,Cox,False,1942-07-10,M,,F,stephanie16@adventure-works.com,80000,5,0,Bachelors,Management,1,2,9064 La Paz,,798-555-0198,2003-10-13,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1368,501,12367,,Trinity,L,Townsend,False,1973-08-22,S,,F,trinity4@adventure-works.com,10000,0,0,Partial High School,Manual,0,2,370 Treat Blvd,,1 (11) 500 555-0155,2003-08-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1369,657,12368,,Rodney,L,Rubio,False,1973-06-22,S,,M,rodney15@adventure-works.com,10000,0,0,Partial High School,Manual,0,2,40, rue Royale,,1 (11) 500 555-0119,2004-05-30,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1370,510,12369,,Terrence,,Lal,False,1963-10-06,S,,M,terrence8@adventure-works.com,60000,4,4,Bachelors,Professional,0,4,2680 Claudia Drive,,1 (11) 500 555-0168,2004-03-28,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1371,549,12370,,Preston,,Perez,False,1963-06-27,M,,M,preston19@adventure-works.com,60000,3,2,Bachelors,Professional,1,2,8306 Sun Tree Lane,,1 (11) 500 555-0136,2003-08-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1372,679,12371,,Stefanie,,Subram,False,1963-02-14,S,,F,stefanie10@adventure-works.com,60000,3,2,Bachelors,Professional,1,2,8433 Pacifica Avenue,#331,1 (11) 500 555-0113,2004-01-02,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1373,478,12372,,Darren,,Prasad,False,1963-09-18,S,,M,darren12@adventure-works.com,60000,3,2,Bachelors,Professional,0,2,P.O. Box 1052,,1 (11) 500 555-0193,2003-09-23,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1374,564,12373,,Isaac,G,Gray,False,1974-08-06,S,,M,isaac5@adventure-works.com,30000,0,0,Partial College,Clerical,0,1,558, rue Faubourg St Antoine,,1 (11) 500 555-0161,2001-12-28,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1375,622,12374,,Marie,,Kapoor,False,1980-03-28,S,,F,marie5@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,1020, quai de Grenelle,,1 (11) 500 555-0185,2003-08-11,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1376,454,12375,,Jarrod,,Raman,False,1980-02-24,S,,M,jarrod12@adventure-works.com,20000,0,0,Partial High School,Manual,1,2,64, route de Marseille,,1 (11) 500 555-0158,2004-07-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1377,506,12376,,Holly,E,Perez,False,1980-04-01,S,,F,holly19@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,4824 Kirkwood Ct.,,1 (11) 500 555-0112,2003-11-11,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1378,437,12377,,Christopher,,Miller,False,1980-03-14,S,,M,christopher6@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,Buergermeister-ulrich-str 39,,1 (11) 500 555-0116,2003-12-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1379,640,12378,,Brianna,P,Sanchez,False,1979-08-20,S,,F,brianna25@adventure-works.com,30000,0,0,Partial College,Clerical,1,1,Zeiter Weg 9922,,1 (11) 500 555-0164,2003-02-08,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1380,662,12379,,Bridget,E,Chande,False,1978-08-19,S,,F,bridget17@adventure-works.com,30000,0,0,Partial College,Clerical,0,1,Lindenalle 4284,,1 (11) 500 555-0153,2003-10-23,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1381,587,12380,,Omar,C,Yuan,False,1974-03-07,S,,M,omar26@adventure-works.com,30000,0,0,High School,Manual,0,1,2153 Cloudview Dr.,,1 (11) 500 555-0174,2002-12-06,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1382,506,12381,,Johnny,G,Lal,False,1974-02-17,M,,M,johnny9@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,1,0,8396 Ruth Drive,,1 (11) 500 555-0148,2002-12-21,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1383,506,12382,,Tamara,,Chen,False,1972-11-11,S,,F,tamara33@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,9199 Park Glenn,,1 (11) 500 555-0162,2002-12-30,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1384,529,12383,,Albert,M,Gomez,False,1973-04-20,S,,M,albert4@adventure-works.com,30000,0,0,High School,Manual,0,1,2401, rue des Bouchers,,1 (11) 500 555-0177,2001-12-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1385,496,12384,,Jacquelyn,C,Gutierrez,False,1973-10-01,M,,F,jacquelyn11@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,1,1,Curieweg 942,,1 (11) 500 555-0161,2003-02-17,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1386,426,12385,,Tara,,Raji,False,1973-03-27,M,,F,tara22@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,1,1,6598 Lorie Ln.,,1 (11) 500 555-0120,2002-12-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1387,626,12386,,Katherine,S,Perry,False,1972-04-08,S,,F,katherine33@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,Erftplatz 654,,1 (11) 500 555-0125,2003-02-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1388,702,12387,,Meredith,M,Vazquez,False,1972-12-27,S,,F,meredith38@adventure-works.com,30000,0,0,High School,Manual,0,1,2425, avenue de l´Europe,,1 (11) 500 555-0168,2004-03-24,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1389,496,12388,,Casey,G,Kumar,False,1972-07-19,S,,F,casey8@adventure-works.com,30000,0,0,High School,Manual,0,1,Platz des Landtags 55,,1 (11) 500 555-0150,2003-02-13,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1390,615,12389,,Albert,D,Jiménez,False,1972-07-06,S,,M,albert8@adventure-works.com,30000,0,0,High School,Manual,0,1,61, place de Fontenoy,,1 (11) 500 555-0192,2004-05-16,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1391,586,12390,,Denise,L,Martinez,False,1972-09-17,S,,F,denise18@adventure-works.com,40000,1,1,Partial College,Clerical,0,1,Am Grossen Dern 123,,1 (11) 500 555-0125,2003-02-06,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1392,497,12391,,Olivia,L,Kelly,False,1972-02-24,S,,F,olivia46@adventure-works.com,40000,2,2,Partial College,Clerical,1,0,6960 Trees Drive,,1 (11) 500 555-0133,2002-12-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1393,481,12392,,Nichole,K,Nath,False,1971-07-26,S,,F,nichole18@adventure-works.com,10000,0,0,Partial High School,Manual,0,2,3228 Pembroke Dr,,1 (11) 500 555-0133,2003-08-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1394,545,12393,,Brenda,V,Sai,False,1971-07-16,S,,F,brenda9@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,2, rue Lamarck,,1 (11) 500 555-0171,2004-03-30,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1395,651,12394,,Erika,,Serrano,False,1971-03-13,S,,F,erika14@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,4919 Hames Court,,1 (11) 500 555-0193,2002-12-18,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1396,459,12395,,Kyle,K,Carter,False,1971-04-25,S,,M,kyle39@adventure-works.com,30000,0,0,High School,Manual,1,1,8182, chaussée de Tournai,,1 (11) 500 555-0120,2001-12-20,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1397,639,12396,,Susan,E,Yang,False,1971-04-14,S,,F,susan14@adventure-works.com,30000,0,0,High School,Manual,1,1,Erftplatz 900,,1 (11) 500 555-0175,2004-04-17,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1398,533,12397,,Shaun,K,Chapman,False,1970-03-14,S,,M,shaun17@adventure-works.com,40000,2,2,Partial College,Clerical,1,0,Am Grossen Dern 725,,1 (11) 500 555-0119,2003-02-24,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1399,650,12398,,Ashley,H,Clark,False,1971-07-12,S,,F,ashley20@adventure-works.com,40000,2,2,Partial College,Clerical,1,1,804, avenue du Québec,,1 (11) 500 555-0196,2001-12-18,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1400,595,12399,,Henry,L,Chapman,False,1971-09-12,S,,M,henry4@adventure-works.com,40000,2,2,Partial College,Clerical,1,1,Knaackstr 556,,1 (11) 500 555-0161,2004-02-24,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1401,482,12400,,Andy,F,Martin,False,1971-11-12,S,,M,andy5@adventure-works.com,40000,2,2,Partial College,Clerical,1,1,Winter der Böck 8456,,1 (11) 500 555-0144,2004-02-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1402,639,12401,,Kimberly,,Rivera,False,1971-05-09,S,,F,kimberly19@adventure-works.com,40000,2,2,Partial College,Clerical,1,1,Königstr 28,,1 (11) 500 555-0114,2004-03-22,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
1403,506,12402,,Albert,,Moreno,False,1971-03-15,S,,M,albert9@adventure-works.com,40000,2,2,Partial College,Clerical,1,2,3941 Teakwood Dr,,1 (11) 500 555-0171,2002-12-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
